idindikator;IDAktStanovnistva;nAktStanovnistva;mes;god;IDStarGrupa;nStarGrupa;IDTer;nTer;vrednost;idJedinicaMere;nJedinicaMere;nIzvorI;Indikator;IDStatusPodatka;nStatusPodatka
240002090104IND01;2;Запослена лица;00;2015;65;65 и више година;RS21;Регион Шумадије и Западне Србије;49.8;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2015;0;Укупно;RS22;Регион Јужне и Источне Србије;528.5;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2015;15-24;15–24;RS22;Регион Јужне и Источне Србије;28.7;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2015;15-64;15–64 годинe;RS22;Регион Јужне и Источне Србије;496.9;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2015;25-34;25–34;RS22;Регион Јужне и Источне Србије;103.8;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2015;35-44;35–44;RS22;Регион Јужне и Источне Србије;139.1;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2015;45-54;45–54;RS22;Регион Јужне и Источне Србије;135.8;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2015;55-64;55–64;RS22;Регион Јужне и Источне Србије;89.5;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2015;65;65 и више година;RS22;Регион Јужне и Источне Србије;31.6;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;2;Запослена лица;00;2015;0;Укупно;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;O;Не располаже се податком
240002090104IND01;2;Запослена лица;00;2015;15-24;15–24;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;O;Не располаже се податком
240002090104IND01;2;Запослена лица;00;2015;15-64;15–64 годинe;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;O;Не располаже се податком
240002090104IND01;2;Запослена лица;00;2015;25-34;25–34;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;O;Не располаже се податком
240002090104IND01;2;Запослена лица;00;2015;35-44;35–44;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;O;Не располаже се податком
240002090104IND01;2;Запослена лица;00;2015;45-54;45–54;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;O;Не располаже се податком
240002090104IND01;2;Запослена лица;00;2015;55-64;55–64;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;O;Не располаже се податком
240002090104IND01;2;Запослена лица;00;2015;65;65 и више година;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;O;Не располаже се податком
240002090104IND01;3;Незапослена лица;00;2015;0;Укупно;RS;РЕПУБЛИКА СРБИЈА;551.9;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2015;15-24;15–24;RS;РЕПУБЛИКА СРБИЈА;98.3;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2015;15-64;15–64 годинe;RS;РЕПУБЛИКА СРБИЈА;550.9;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2015;25-34;25–34;RS;РЕПУБЛИКА СРБИЈА;181.7;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2015;35-44;35–44;RS;РЕПУБЛИКА СРБИЈА;123.4;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2015;45-54;45–54;RS;РЕПУБЛИКА СРБИЈА;94.7;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2015;55-64;55–64;RS;РЕПУБЛИКА СРБИЈА;52.8;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2015;65;65 и више година;RS;РЕПУБЛИКА СРБИЈА;1;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2015;0;Укупно;RS1;СРБИЈА – СЕВЕР;277.7;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2015;15-24;15–24;RS1;СРБИЈА – СЕВЕР;43.9;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2015;15-64;15–64 годинe;RS1;СРБИЈА – СЕВЕР;276.9;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2015;25-34;25–34;RS1;СРБИЈА – СЕВЕР;93.8;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2015;35-44;35–44;RS1;СРБИЈА – СЕВЕР;60.8;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2015;45-54;45–54;RS1;СРБИЈА – СЕВЕР;48.4;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2015;55-64;55–64;RS1;СРБИЈА – СЕВЕР;30.1;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2015;65;65 и више година;RS1;СРБИЈА – СЕВЕР;;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;U;Ниска поузданост
240002090104IND01;3;Незапослена лица;00;2015;0;Укупно;RS11;Београдски регион;141.5;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2015;15-24;15–24;RS11;Београдски регион;18.5;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2015;15-64;15–64 годинe;RS11;Београдски регион;141;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2015;25-34;25–34;RS11;Београдски регион;50.8;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2015;35-44;35–44;RS11;Београдски регион;31.5;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2015;45-54;45–54;RS11;Београдски регион;24.4;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2015;55-64;55–64;RS11;Београдски регион;15.9;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2015;65;65 и више година;RS11;Београдски регион;;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;U;Ниска поузданост
240002090104IND01;3;Незапослена лица;00;2015;0;Укупно;RS12;Регион Војводине;136.2;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2015;15-24;15–24;RS12;Регион Војводине;25.4;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2015;15-64;15–64 годинe;RS12;Регион Војводине;135.9;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2015;25-34;25–34;RS12;Регион Војводине;43;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2015;35-44;35–44;RS12;Регион Војводине;29.4;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2015;45-54;45–54;RS12;Регион Војводине;24;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2015;55-64;55–64;RS12;Регион Војводине;14.2;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2015;65;65 и више година;RS12;Регион Војводине;;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;U;Ниска поузданост
240002090104IND01;3;Незапослена лица;00;2015;0;Укупно;RS2;СРБИЈА – ЈУГ;274.2;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2015;15-24;15–24;RS2;СРБИЈА – ЈУГ;54.4;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2015;15-64;15–64 годинe;RS2;СРБИЈА – ЈУГ;274;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2015;25-34;25–34;RS2;СРБИЈА – ЈУГ;88;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2015;35-44;35–44;RS2;СРБИЈА – ЈУГ;62.6;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2015;45-54;45–54;RS2;СРБИЈА – ЈУГ;46.3;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2015;55-64;55–64;RS2;СРБИЈА – ЈУГ;22.7;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2015;65;65 и више година;RS2;СРБИЈА – ЈУГ;;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;U;Ниска поузданост
240002090104IND01;3;Незапослена лица;00;2015;0;Укупно;RS21;Регион Шумадије и Западне Србије;152.2;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2015;15-24;15–24;RS21;Регион Шумадије и Западне Србије;31.6;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2015;15-64;15–64 годинe;RS21;Регион Шумадије и Западне Србије;152.2;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2015;25-34;25–34;RS21;Регион Шумадије и Западне Србије;48.4;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2015;35-44;35–44;RS21;Регион Шумадије и Западне Србије;34.1;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2015;45-54;45–54;RS21;Регион Шумадије и Западне Србије;25.1;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2015;55-64;55–64;RS21;Регион Шумадије и Западне Србије;12.9;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2015;65;65 и више година;RS21;Регион Шумадије и Западне Србије;;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;U;Ниска поузданост
240002090104IND01;3;Незапослена лица;00;2015;0;Укупно;RS22;Регион Јужне и Источне Србије;122;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2015;15-24;15–24;RS22;Регион Јужне и Источне Србије;22.8;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2015;15-64;15–64 годинe;RS22;Регион Јужне и Источне Србије;121.7;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2015;25-34;25–34;RS22;Регион Јужне и Источне Србије;39.5;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2015;35-44;35–44;RS22;Регион Јужне и Источне Србије;28.5;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2015;45-54;45–54;RS22;Регион Јужне и Источне Србије;21.2;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2015;55-64;55–64;RS22;Регион Јужне и Источне Србије;9.7;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;3;Незапослена лица;00;2015;65;65 и више година;RS22;Регион Јужне и Источне Србије;;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;U;Ниска поузданост
240002090104IND01;3;Незапослена лица;00;2015;0;Укупно;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;O;Не располаже се податком
240002090104IND01;3;Незапослена лица;00;2015;15-24;15–24;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;O;Не располаже се податком
240002090104IND01;3;Незапослена лица;00;2015;15-64;15–64 годинe;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;O;Не располаже се податком
240002090104IND01;3;Незапослена лица;00;2015;25-34;25–34;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;O;Не располаже се податком
240002090104IND01;3;Незапослена лица;00;2015;35-44;35–44;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;O;Не располаже се податком
240002090104IND01;3;Незапослена лица;00;2015;45-54;45–54;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;O;Не располаже се податком
240002090104IND01;3;Незапослена лица;00;2015;55-64;55–64;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;O;Не располаже се податком
240002090104IND01;3;Незапослена лица;00;2015;65;65 и више година;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;O;Не располаже се податком
240002090104IND01;4;Неактивно становништво;00;2015;0;Укупно;RS;РЕПУБЛИКА СРБИЈА;2933.9;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;15-24;15–24;RS;РЕПУБЛИКА СРБИЈА;552.1;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;15-64;15–64 годинe;RS;РЕПУБЛИКА СРБИЈА;1731.1;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;25-34;25–34;RS;РЕПУБЛИКА СРБИЈА;189.4;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;35-44;35–44;RS;РЕПУБЛИКА СРБИЈА;145.7;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;45-54;45–54;RS;РЕПУБЛИКА СРБИЈА;212.9;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;55-64;55–64;RS;РЕПУБЛИКА СРБИЈА;631;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;65;65 и више година;RS;РЕПУБЛИКА СРБИЈА;1202.7;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;0;Укупно;RS1;СРБИЈА – СЕВЕР;1486;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;15-24;15–24;RS1;СРБИЈА – СЕВЕР;274.5;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;15-64;15–64 годинe;RS1;СРБИЈА – СЕВЕР;881.2;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;25-34;25–34;RS1;СРБИЈА – СЕВЕР;99.7;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;35-44;35–44;RS1;СРБИЈА – СЕВЕР;72.2;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;45-54;45–54;RS1;СРБИЈА – СЕВЕР;107.6;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;55-64;55–64;RS1;СРБИЈА – СЕВЕР;327.2;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;65;65 и више година;RS1;СРБИЈА – СЕВЕР;604.6;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;0;Укупно;RS11;Београдски регион;680.2;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;15-24;15–24;RS11;Београдски регион;127.3;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;15-64;15–64 годинe;RS11;Београдски регион;394.3;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;25-34;25–34;RS11;Београдски регион;45.4;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;35-44;35–44;RS11;Београдски регион;28.7;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;45-54;45–54;RS11;Београдски регион;44.9;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;55-64;55–64;RS11;Београдски регион;148;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;65;65 и више година;RS11;Београдски регион;285.9;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;0;Укупно;RS12;Регион Војводине;805.8;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;15-24;15–24;RS12;Регион Војводине;147.2;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;15-64;15–64 годинe;RS12;Регион Војводине;487.1;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;25-34;25–34;RS12;Регион Војводине;54.3;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;35-44;35–44;RS12;Регион Војводине;43.5;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;45-54;45–54;RS12;Регион Војводине;62.8;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;55-64;55–64;RS12;Регион Војводине;179.3;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;65;65 и више година;RS12;Регион Војводине;318.7;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;0;Укупно;RS2;СРБИЈА – ЈУГ;1447.9;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;15-24;15–24;RS2;СРБИЈА – ЈУГ;277.6;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;15-64;15–64 годинe;RS2;СРБИЈА – ЈУГ;849.8;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;25-34;25–34;RS2;СРБИЈА – ЈУГ;89.7;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;35-44;35–44;RS2;СРБИЈА – ЈУГ;73.5;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;45-54;45–54;RS2;СРБИЈА – ЈУГ;105.2;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;55-64;55–64;RS2;СРБИЈА – ЈУГ;303.8;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;65;65 и више година;RS2;СРБИЈА – ЈУГ;598;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;0;Укупно;RS21;Регион Шумадије и Западне Србије;789.4;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;15-24;15–24;RS21;Регион Шумадије и Западне Србије;157.3;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;15-64;15–64 годинe;RS21;Регион Шумадије и Западне Србије;469.7;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;25-34;25–34;RS21;Регион Шумадије и Западне Србије;47.3;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;35-44;35–44;RS21;Регион Шумадије и Западне Србије;40;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;45-54;45–54;RS21;Регион Шумадије и Западне Србије;57.1;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;55-64;55–64;RS21;Регион Шумадије и Западне Србије;168;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;65;65 и више година;RS21;Регион Шумадије и Западне Србије;319.7;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;0;Укупно;RS22;Регион Јужне и Источне Србије;658.5;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;15-24;15–24;RS22;Регион Јужне и Источне Србије;120.2;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;15-64;15–64 годинe;RS22;Регион Јужне и Источне Србије;380.1;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;25-34;25–34;RS22;Регион Јужне и Источне Србије;42.4;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;35-44;35–44;RS22;Регион Јужне и Источне Србије;33.6;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;45-54;45–54;RS22;Регион Јужне и Источне Србије;48.1;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;55-64;55–64;RS22;Регион Јужне и Источне Србије;135.8;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;65;65 и више година;RS22;Регион Јужне и Источне Србије;278.4;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
240002090104IND01;4;Неактивно становништво;00;2015;0;Укупно;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;O;Не располаже се податком
240002090104IND01;4;Неактивно становништво;00;2015;15-24;15–24;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;O;Не располаже се податком
240002090104IND01;4;Неактивно становништво;00;2015;15-64;15–64 годинe;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;O;Не располаже се податком
240002090104IND01;4;Неактивно становништво;00;2015;25-34;25–34;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;O;Не располаже се податком
240002090104IND01;4;Неактивно становништво;00;2015;35-44;35–44;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;O;Не располаже се податком
240002090104IND01;4;Неактивно становништво;00;2015;45-54;45–54;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;O;Не располаже се податком
240002090104IND01;4;Неактивно становништво;00;2015;55-64;55–64;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;O;Не располаже се податком
240002090104IND01;4;Неактивно становништво;00;2015;65;65 и више година;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;O;Не располаже се податком
240002090104IND01;0;Укупно;00;2016;0;Укупно;RS;РЕПУБЛИКА СРБИЈА;6017.6;THS;хиљада;РЗС;Укупно становништво према радној активности, старости и региону;A;Коначан податак
