idindikator,IDAktStanovnistva,nAktStanovnistva,mes,god,IDNivoObraz,nNivoObraz,IDTer,nTer,vrednost,idJedinicaMere,nJedinicaMere,nIzvorI,Indikator,IDStatusPodatka,nStatusPodatka
240002090103IND01,0,Укупно,00,2015,2,Без образовања и ниже образовање,RS1,СРБИЈА – СЕВЕР,759.6,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2015,3,Средње,RS1,СРБИЈА – СЕВЕР,1623.2,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2015,4,Више и високо,RS1,СРБИЈА – СЕВЕР,674.6,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2015,1,Укупно,RS11,Београдски регион,1433.1,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2015,2,Без образовања и ниже образовање,RS11,Београдски регион,253.1,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2015,3,Средње,RS11,Београдски регион,758.6,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2015,4,Више и високо,RS11,Београдски регион,421.3,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2015,1,Укупно,RS12,Регион Војводине,1624.3,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2015,2,Без образовања и ниже образовање,RS12,Регион Војводине,506.5,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2015,3,Средње,RS12,Регион Војводине,864.5,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2015,4,Више и високо,RS12,Регион Војводине,253.2,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2015,1,Укупно,RS2,СРБИЈА – ЈУГ,3002.6,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2015,2,Без образовања и ниже образовање,RS2,СРБИЈА – ЈУГ,1092,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2015,3,Средње,RS2,СРБИЈА – ЈУГ,1497.4,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2015,4,Више и високо,RS2,СРБИЈА – ЈУГ,413.2,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2015,1,Укупно,RS21,Регион Шумадије и Западне Србије,1693.6,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2015,2,Без образовања и ниже образовање,RS21,Регион Шумадије и Западне Србије,619.4,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2015,3,Средње,RS21,Регион Шумадије и Западне Србије,850.1,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2015,4,Више и високо,RS21,Регион Шумадије и Западне Србије,224.1,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2015,1,Укупно,RS22,Регион Јужне и Источне Србије,1309,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2015,2,Без образовања и ниже образовање,RS22,Регион Јужне и Источне Србије,472.6,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2015,3,Средње,RS22,Регион Јужне и Источне Србије,647.3,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2015,4,Више и високо,RS22,Регион Јужне и Источне Србије,189,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,0,Укупно,00,2015,1,Укупно,RS23,Регион Косовo и Метохијa,,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,O,Не располаже се податком
240002090103IND01,0,Укупно,00,2015,2,Без образовања и ниже образовање,RS23,Регион Косовo и Метохијa,,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,O,Не располаже се податком
240002090103IND01,0,Укупно,00,2015,3,Средње,RS23,Регион Косовo и Метохијa,,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,O,Не располаже се податком
240002090103IND01,0,Укупно,00,2015,4,Више и високо,RS23,Регион Косовo и Метохијa,,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,O,Не располаже се податком
240002090103IND01,1,Активно становништво,00,2015,1,Укупно,RS,РЕПУБЛИКА СРБИЈА,3126.1,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2015,2,Без образовања и ниже образовање,RS,РЕПУБЛИКА СРБИЈА,532.9,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2015,3,Средње,RS,РЕПУБЛИКА СРБИЈА,1835.9,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2015,4,Више и високо,RS,РЕПУБЛИКА СРБИЈА,757.2,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2015,1,Укупно,RS1,СРБИЈА – СЕВЕР,1571.4,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2015,2,Без образовања и ниже образовање,RS1,СРБИЈА – СЕВЕР,181.2,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2015,3,Средње,RS1,СРБИЈА – СЕВЕР,926.9,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2015,4,Више и високо,RS1,СРБИЈА – СЕВЕР,463.3,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2015,1,Укупно,RS11,Београдски регион,752.9,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2015,2,Без образовања и ниже образовање,RS11,Београдски регион,43.7,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2015,3,Средње,RS11,Београдски регион,418.1,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2015,4,Више и високо,RS11,Београдски регион,291.1,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2015,1,Укупно,RS12,Регион Војводине,818.5,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2015,2,Без образовања и ниже образовање,RS12,Регион Војводине,137.4,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2015,3,Средње,RS12,Регион Војводине,508.8,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2015,4,Више и високо,RS12,Регион Војводине,172.2,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2015,1,Укупно,RS2,СРБИЈА – ЈУГ,1554.7,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2015,2,Без образовања и ниже образовање,RS2,СРБИЈА – ЈУГ,351.8,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2015,3,Средње,RS2,СРБИЈА – ЈУГ,909,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2015,4,Више и високо,RS2,СРБИЈА – ЈУГ,293.9,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2015,1,Укупно,RS21,Регион Шумадије и Западне Србије,904.2,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2015,2,Без образовања и ниже образовање,RS21,Регион Шумадије и Западне Србије,216.8,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2015,3,Средње,RS21,Регион Шумадије и Западне Србије,525.8,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2015,4,Више и високо,RS21,Регион Шумадије и Западне Србије,161.6,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2015,1,Укупно,RS22,Регион Јужне и Источне Србије,650.5,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2015,2,Без образовања и ниже образовање,RS22,Регион Јужне и Источне Србије,134.9,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2015,3,Средње,RS22,Регион Јужне и Источне Србије,383.2,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2015,4,Више и високо,RS22,Регион Јужне и Источне Србије,132.3,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,1,Активно становништво,00,2015,1,Укупно,RS23,Регион Косовo и Метохијa,,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,O,Не располаже се податком
240002090103IND01,1,Активно становништво,00,2015,2,Без образовања и ниже образовање,RS23,Регион Косовo и Метохијa,,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,O,Не располаже се податком
240002090103IND01,1,Активно становништво,00,2015,3,Средње,RS23,Регион Косовo и Метохијa,,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,O,Не располаже се податком
240002090103IND01,1,Активно становништво,00,2015,4,Више и високо,RS23,Регион Косовo и Метохијa,,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,O,Не располаже се податком
240002090103IND01,2,Запослена лица,00,2015,1,Укупно,RS,РЕПУБЛИКА СРБИЈА,2574.2,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,2,Запослена лица,00,2015,2,Без образовања и ниже образовање,RS,РЕПУБЛИКА СРБИЈА,452.9,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,2,Запослена лица,00,2015,3,Средње,RS,РЕПУБЛИКА СРБИЈА,1480.1,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,2,Запослена лица,00,2015,4,Више и високо,RS,РЕПУБЛИКА СРБИЈА,641.2,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,2,Запослена лица,00,2015,1,Укупно,RS1,СРБИЈА – СЕВЕР,1293.7,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,2,Запослена лица,00,2015,2,Без образовања и ниже образовање,RS1,СРБИЈА – СЕВЕР,140.7,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,2,Запослена лица,00,2015,3,Средње,RS1,СРБИЈА – СЕВЕР,754.7,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,2,Запослена лица,00,2015,4,Више и високо,RS1,СРБИЈА – СЕВЕР,398.3,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,2,Запослена лица,00,2015,1,Укупно,RS11,Београдски регион,611.4,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,2,Запослена лица,00,2015,2,Без образовања и ниже образовање,RS11,Београдски регион,31.4,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,2,Запослена лица,00,2015,3,Средње,RS11,Београдски регион,331.9,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,2,Запослена лица,00,2015,4,Више и високо,RS11,Београдски регион,248.1,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,2,Запослена лица,00,2015,1,Укупно,RS12,Регион Војводине,682.3,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,2,Запослена лица,00,2015,2,Без образовања и ниже образовање,RS12,Регион Војводине,109.3,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,2,Запослена лица,00,2015,3,Средње,RS12,Регион Војводине,422.8,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,2,Запослена лица,00,2015,4,Више и високо,RS12,Регион Војводине,150.2,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,2,Запослена лица,00,2015,1,Укупно,RS2,СРБИЈА – ЈУГ,1280.5,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,2,Запослена лица,00,2015,2,Без образовања и ниже образовање,RS2,СРБИЈА – ЈУГ,312.2,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,2,Запослена лица,00,2015,3,Средње,RS2,СРБИЈА – ЈУГ,725.4,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,2,Запослена лица,00,2015,4,Више и високо,RS2,СРБИЈА – ЈУГ,242.9,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,2,Запослена лица,00,2015,1,Укупно,RS21,Регион Шумадије и Западне Србије,752,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,2,Запослена лица,00,2015,2,Без образовања и ниже образовање,RS21,Регион Шумадије и Западне Србије,194.1,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,2,Запослена лица,00,2015,3,Средње,RS21,Регион Шумадије и Западне Србије,421.3,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,2,Запослена лица,00,2015,4,Више и високо,RS21,Регион Шумадије и Западне Србије,136.6,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,2,Запослена лица,00,2015,1,Укупно,RS22,Регион Јужне и Источне Србије,528.5,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,2,Запослена лица,00,2015,2,Без образовања и ниже образовање,RS22,Регион Јужне и Источне Србије,118.1,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,2,Запослена лица,00,2015,3,Средње,RS22,Регион Јужне и Источне Србије,304.1,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,2,Запослена лица,00,2015,4,Више и високо,RS22,Регион Јужне и Источне Србије,106.3,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,2,Запослена лица,00,2015,1,Укупно,RS23,Регион Косовo и Метохијa,,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,O,Не располаже се податком
240002090103IND01,2,Запослена лица,00,2015,2,Без образовања и ниже образовање,RS23,Регион Косовo и Метохијa,,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,O,Не располаже се податком
240002090103IND01,2,Запослена лица,00,2015,3,Средње,RS23,Регион Косовo и Метохијa,,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,O,Не располаже се податком
240002090103IND01,2,Запослена лица,00,2015,4,Више и високо,RS23,Регион Косовo и Метохијa,,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,O,Не располаже се податком
240002090103IND01,3,Незапослена лица,00,2015,1,Укупно,RS,РЕПУБЛИКА СРБИЈА,551.9,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2015,2,Без образовања и ниже образовање,RS,РЕПУБЛИКА СРБИЈА,80,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2015,3,Средње,RS,РЕПУБЛИКА СРБИЈА,355.9,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2015,4,Више и високо,RS,РЕПУБЛИКА СРБИЈА,116,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2015,1,Укупно,RS1,СРБИЈА – СЕВЕР,277.7,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2015,2,Без образовања и ниже образовање,RS1,СРБИЈА – СЕВЕР,40.5,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2015,3,Средње,RS1,СРБИЈА – СЕВЕР,172.2,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2015,4,Више и високо,RS1,СРБИЈА – СЕВЕР,65,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2015,1,Укупно,RS11,Београдски регион,141.5,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2015,2,Без образовања и ниже образовање,RS11,Београдски регион,12.4,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2015,3,Средње,RS11,Београдски регион,86.2,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2015,4,Више и високо,RS11,Београдски регион,43,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2015,1,Укупно,RS12,Регион Војводине,136.2,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2015,2,Без образовања и ниже образовање,RS12,Регион Војводине,28.1,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2015,3,Средње,RS12,Регион Војводине,86.1,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2015,4,Више и високо,RS12,Регион Војводине,22,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2015,1,Укупно,RS2,СРБИЈА – ЈУГ,274.2,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2015,2,Без образовања и ниже образовање,RS2,СРБИЈА – ЈУГ,39.6,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2015,3,Средње,RS2,СРБИЈА – ЈУГ,183.6,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2015,4,Више и високо,RS2,СРБИЈА – ЈУГ,51.1,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2015,1,Укупно,RS21,Регион Шумадије и Западне Србије,152.2,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2015,2,Без образовања и ниже образовање,RS21,Регион Шумадије и Западне Србије,22.7,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2015,3,Средње,RS21,Регион Шумадије и Западне Србије,104.5,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2015,4,Више и високо,RS21,Регион Шумадије и Западне Србије,25,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2015,1,Укупно,RS22,Регион Јужне и Источне Србије,122,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2015,2,Без образовања и ниже образовање,RS22,Регион Јужне и Источне Србије,16.8,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2015,3,Средње,RS22,Регион Јужне и Источне Србије,79.1,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2015,4,Више и високо,RS22,Регион Јужне и Источне Србије,26,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,3,Незапослена лица,00,2015,1,Укупно,RS23,Регион Косовo и Метохијa,,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,O,Не располаже се податком
240002090103IND01,3,Незапослена лица,00,2015,2,Без образовања и ниже образовање,RS23,Регион Косовo и Метохијa,,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,O,Не располаже се податком
240002090103IND01,3,Незапослена лица,00,2015,3,Средње,RS23,Регион Косовo и Метохијa,,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,O,Не располаже се податком
240002090103IND01,3,Незапослена лица,00,2015,4,Више и високо,RS23,Регион Косовo и Метохијa,,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,O,Не располаже се податком
240002090103IND01,4,Неактивно становништво,00,2015,1,Укупно,RS,РЕПУБЛИКА СРБИЈА,2933.9,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,4,Неактивно становништво,00,2015,2,Без образовања и ниже образовање,RS,РЕПУБЛИКА СРБИЈА,1318.7,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,4,Неактивно становништво,00,2015,3,Средње,RS,РЕПУБЛИКА СРБИЈА,1284.7,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,4,Неактивно становништво,00,2015,4,Више и високо,RS,РЕПУБЛИКА СРБИЈА,330.5,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,4,Неактивно становништво,00,2015,1,Укупно,RS1,СРБИЈА – СЕВЕР,1486,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,4,Неактивно становништво,00,2015,2,Без образовања и ниже образовање,RS1,СРБИЈА – СЕВЕР,578.4,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,4,Неактивно становништво,00,2015,3,Средње,RS1,СРБИЈА – СЕВЕР,696.3,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,4,Неактивно становништво,00,2015,4,Више и високо,RS1,СРБИЈА – СЕВЕР,211.3,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,4,Неактивно становништво,00,2015,1,Укупно,RS11,Београдски регион,680.2,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,4,Неактивно становништво,00,2015,2,Без образовања и ниже образовање,RS11,Београдски регион,209.3,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,4,Неактивно становништво,00,2015,3,Средње,RS11,Београдски регион,340.6,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,4,Неактивно становништво,00,2015,4,Више и високо,RS11,Београдски регион,130.3,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,4,Неактивно становништво,00,2015,1,Укупно,RS12,Регион Војводине,805.8,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,4,Неактивно становништво,00,2015,2,Без образовања и ниже образовање,RS12,Регион Војводине,369.1,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,4,Неактивно становништво,00,2015,3,Средње,RS12,Регион Војводине,355.7,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,4,Неактивно становништво,00,2015,4,Више и високо,RS12,Регион Војводине,81,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,4,Неактивно становништво,00,2015,1,Укупно,RS2,СРБИЈА – ЈУГ,1447.9,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,4,Неактивно становништво,00,2015,2,Без образовања и ниже образовање,RS2,СРБИЈА – ЈУГ,740.2,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
240002090103IND01,4,Неактивно становништво,00,2015,3,Средње,RS2,СРБИЈА – ЈУГ,588.4,THS,хиљада,РЗС,Укупно становништво према радној активности, образовању и региону,A,Коначан податак
