idindikator;IDAktStanovnistva;nAktStanovnistva;mes;god;IDPol;nPol;IDTer;nTer;vrednost;idJedinicaMere;nJedinicaMere;nIzvorI;Indikator;IDStatusPodatka;nStatusPodatka
240002090102IND01;2;Запослена лица;00;2015;1;Мушко;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;O;Не располаже се податком
240002090102IND01;2;Запослена лица;00;2015;2;Женско;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;O;Не располаже се податком
240002090102IND01;3;Незапослена лица;00;2015;0;Укупно;RS;РЕПУБЛИКА СРБИЈА;551.9;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2015;1;Мушко;RS;РЕПУБЛИКА СРБИЈА;296.1;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2015;2;Женско;RS;РЕПУБЛИКА СРБИЈА;255.8;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2015;0;Укупно;RS1;СРБИЈА – СЕВЕР;277.7;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2015;1;Мушко;RS1;СРБИЈА – СЕВЕР;151.2;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2015;2;Женско;RS1;СРБИЈА – СЕВЕР;126.5;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2015;0;Укупно;RS11;Београдски регион;141.5;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2015;1;Мушко;RS11;Београдски регион;72.2;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2015;2;Женско;RS11;Београдски регион;69.2;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2015;0;Укупно;RS12;Регион Војводине;136.2;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2015;1;Мушко;RS12;Регион Војводине;78.9;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2015;2;Женско;RS12;Регион Војводине;57.3;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2015;0;Укупно;RS2;СРБИЈА – ЈУГ;274.2;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2015;1;Мушко;RS2;СРБИЈА – ЈУГ;145;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2015;2;Женско;RS2;СРБИЈА – ЈУГ;129.3;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2015;0;Укупно;RS21;Регион Шумадије и Западне Србије;152.2;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2015;1;Мушко;RS21;Регион Шумадије и Западне Србије;80.7;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2015;2;Женско;RS21;Регион Шумадије и Западне Србије;71.5;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2015;0;Укупно;RS22;Регион Јужне и Источне Србије;122;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2015;1;Мушко;RS22;Регион Јужне и Источне Србије;64.2;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2015;2;Женско;RS22;Регион Јужне и Источне Србије;57.7;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2015;0;Укупно;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;O;Не располаже се податком
240002090102IND01;3;Незапослена лица;00;2015;1;Мушко;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;O;Не располаже се податком
240002090102IND01;3;Незапослена лица;00;2015;2;Женско;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;O;Не располаже се податком
240002090102IND01;4;Неактивно становништво;00;2015;0;Укупно;RS;РЕПУБЛИКА СРБИЈА;2933.9;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;4;Неактивно становништво;00;2015;1;Мушко;RS;РЕПУБЛИКА СРБИЈА;1159.9;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;4;Неактивно становништво;00;2015;2;Женско;RS;РЕПУБЛИКА СРБИЈА;1773.9;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;4;Неактивно становништво;00;2015;0;Укупно;RS1;СРБИЈА – СЕВЕР;1486;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;4;Неактивно становништво;00;2015;1;Мушко;RS1;СРБИЈА – СЕВЕР;585.7;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;4;Неактивно становништво;00;2015;2;Женско;RS1;СРБИЈА – СЕВЕР;900.2;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;4;Неактивно становништво;00;2015;0;Укупно;RS11;Београдски регион;680.2;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;4;Неактивно становништво;00;2015;1;Мушко;RS11;Београдски регион;273.1;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;4;Неактивно становништво;00;2015;2;Женско;RS11;Београдски регион;407.1;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;4;Неактивно становништво;00;2015;0;Укупно;RS12;Регион Војводине;805.8;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;4;Неактивно становништво;00;2015;1;Мушко;RS12;Регион Војводине;312.6;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;4;Неактивно становништво;00;2015;2;Женско;RS12;Регион Војводине;493.2;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;4;Неактивно становништво;00;2015;0;Укупно;RS2;СРБИЈА – ЈУГ;1447.9;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;4;Неактивно становништво;00;2015;1;Мушко;RS2;СРБИЈА – ЈУГ;574.2;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;4;Неактивно становништво;00;2015;2;Женско;RS2;СРБИЈА – ЈУГ;873.7;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;4;Неактивно становништво;00;2015;0;Укупно;RS21;Регион Шумадије и Западне Србије;789.4;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;4;Неактивно становништво;00;2015;1;Мушко;RS21;Регион Шумадије и Западне Србије;307.4;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;4;Неактивно становништво;00;2015;2;Женско;RS21;Регион Шумадије и Западне Србије;482;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;4;Неактивно становништво;00;2015;0;Укупно;RS22;Регион Јужне и Источне Србије;658.5;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;4;Неактивно становништво;00;2015;1;Мушко;RS22;Регион Јужне и Источне Србије;266.8;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;4;Неактивно становништво;00;2015;2;Женско;RS22;Регион Јужне и Источне Србије;391.7;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;4;Неактивно становништво;00;2015;0;Укупно;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;O;Не располаже се податком
240002090102IND01;4;Неактивно становништво;00;2015;1;Мушко;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;O;Не располаже се податком
240002090102IND01;4;Неактивно становништво;00;2015;2;Женско;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;O;Не располаже се податком
240002090102IND01;0;Укупно;00;2016;0;Укупно;RS;РЕПУБЛИКА СРБИЈА;6017.6;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;0;Укупно;00;2016;1;Мушко;RS;РЕПУБЛИКА СРБИЈА;2902.2;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;0;Укупно;00;2016;2;Женско;RS;РЕПУБЛИКА СРБИЈА;3115.4;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;0;Укупно;00;2016;0;Укупно;RS1;СРБИЈА – СЕВЕР;3046.4;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;0;Укупно;00;2016;1;Мушко;RS1;СРБИЈА – СЕВЕР;1445.2;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;0;Укупно;00;2016;2;Женско;RS1;СРБИЈА – СЕВЕР;1601.2;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;0;Укупно;00;2016;0;Укупно;RS11;Београдски регион;1434.5;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;0;Укупно;00;2016;1;Мушко;RS11;Београдски регион;667.3;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;0;Укупно;00;2016;2;Женско;RS11;Београдски регион;767.2;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;0;Укупно;00;2016;0;Укупно;RS12;Регион Војводине;1611.9;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;0;Укупно;00;2016;1;Мушко;RS12;Регион Војводине;777.9;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;0;Укупно;00;2016;2;Женско;RS12;Регион Војводине;834;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;0;Укупно;00;2016;0;Укупно;RS2;СРБИЈА – ЈУГ;2971.3;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;0;Укупно;00;2016;1;Мушко;RS2;СРБИЈА – ЈУГ;1457;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;0;Укупно;00;2016;2;Женско;RS2;СРБИЈА – ЈУГ;1514.3;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;0;Укупно;00;2016;0;Укупно;RS21;Регион Шумадије и Западне Србије;1677.3;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;0;Укупно;00;2016;1;Мушко;RS21;Регион Шумадије и Западне Србије;820.6;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;0;Укупно;00;2016;2;Женско;RS21;Регион Шумадије и Западне Србије;856.7;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;0;Укупно;00;2016;0;Укупно;RS22;Регион Јужне и Источне Србије;1294;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;0;Укупно;00;2016;1;Мушко;RS22;Регион Јужне и Источне Србије;636.5;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;0;Укупно;00;2016;2;Женско;RS22;Регион Јужне и Источне Србије;657.5;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;0;Укупно;00;2016;0;Укупно;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;O;Не располаже се податком
240002090102IND01;0;Укупно;00;2016;1;Мушко;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;O;Не располаже се податком
240002090102IND01;0;Укупно;00;2016;2;Женско;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;O;Не располаже се податком
240002090102IND01;1;Активно становништво;00;2016;0;Укупно;RS;РЕПУБЛИКА СРБИЈА;3208.8;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;1;Активно становништво;00;2016;1;Мушко;RS;РЕПУБЛИКА СРБИЈА;1793.1;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;1;Активно становништво;00;2016;2;Женско;RS;РЕПУБЛИКА СРБИЈА;1415.7;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;1;Активно становништво;00;2016;0;Укупно;RS1;СРБИЈА – СЕВЕР;1614.9;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;1;Активно становништво;00;2016;1;Мушко;RS1;СРБИЈА – СЕВЕР;882.8;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;1;Активно становништво;00;2016;2;Женско;RS1;СРБИЈА – СЕВЕР;732.1;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;1;Активно становништво;00;2016;0;Укупно;RS11;Београдски регион;778.5;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;1;Активно становништво;00;2016;1;Мушко;RS11;Београдски регион;403.5;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;1;Активно становништво;00;2016;2;Женско;RS11;Београдски регион;375;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;1;Активно становништво;00;2016;0;Укупно;RS12;Регион Војводине;836.4;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;1;Активно становништво;00;2016;1;Мушко;RS12;Регион Војводине;479.3;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;1;Активно становништво;00;2016;2;Женско;RS12;Регион Војводине;357.1;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;1;Активно становништво;00;2016;0;Укупно;RS2;СРБИЈА – ЈУГ;1593.9;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;1;Активно становништво;00;2016;1;Мушко;RS2;СРБИЈА – ЈУГ;910.3;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;1;Активно становништво;00;2016;2;Женско;RS2;СРБИЈА – ЈУГ;683.6;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;1;Активно становништво;00;2016;0;Укупно;RS21;Регион Шумадије и Западне Србије;925.1;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;1;Активно становништво;00;2016;1;Мушко;RS21;Регион Шумадије и Западне Србије;525;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;1;Активно становништво;00;2016;2;Женско;RS21;Регион Шумадије и Западне Србије;400.1;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;1;Активно становништво;00;2016;0;Укупно;RS22;Регион Јужне и Источне Србије;668.8;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;1;Активно становништво;00;2016;1;Мушко;RS22;Регион Јужне и Источне Србије;385.3;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;1;Активно становништво;00;2016;2;Женско;RS22;Регион Јужне и Источне Србије;283.5;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;1;Активно становништво;00;2016;0;Укупно;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;O;Не располаже се податком
240002090102IND01;1;Активно становништво;00;2016;1;Мушко;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;O;Не располаже се податком
240002090102IND01;1;Активно становништво;00;2016;2;Женско;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;O;Не располаже се податком
240002090102IND01;2;Запослена лица;00;2016;0;Укупно;RS;РЕПУБЛИКА СРБИЈА;2719.4;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;2;Запослена лица;00;2016;1;Мушко;RS;РЕПУБЛИКА СРБИЈА;1531.6;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;2;Запослена лица;00;2016;2;Женско;RS;РЕПУБЛИКА СРБИЈА;1187.8;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;2;Запослена лица;00;2016;0;Укупно;RS1;СРБИЈА – СЕВЕР;1366.5;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;2;Запослена лица;00;2016;1;Мушко;RS1;СРБИЈА – СЕВЕР;748.7;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;2;Запослена лица;00;2016;2;Женско;RS1;СРБИЈА – СЕВЕР;617.8;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;2;Запослена лица;00;2016;0;Укупно;RS11;Београдски регион;656.6;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;2;Запослена лица;00;2016;1;Мушко;RS11;Београдски регион;339.2;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;2;Запослена лица;00;2016;2;Женско;RS11;Београдски регион;317.4;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;2;Запослена лица;00;2016;0;Укупно;RS12;Регион Војводине;709.9;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;2;Запослена лица;00;2016;1;Мушко;RS12;Регион Војводине;409.5;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;2;Запослена лица;00;2016;2;Женско;RS12;Регион Војводине;300.4;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;2;Запослена лица;00;2016;0;Укупно;RS2;СРБИЈА – ЈУГ;1352.9;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;2;Запослена лица;00;2016;1;Мушко;RS2;СРБИЈА – ЈУГ;782.8;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;2;Запослена лица;00;2016;2;Женско;RS2;СРБИЈА – ЈУГ;570.1;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;2;Запослена лица;00;2016;0;Укупно;RS21;Регион Шумадије и Западне Србије;789.5;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;2;Запослена лица;00;2016;1;Мушко;RS21;Регион Шумадије и Западне Србије;453.8;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;2;Запослена лица;00;2016;2;Женско;RS21;Регион Шумадије и Западне Србије;335.8;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;2;Запослена лица;00;2016;0;Укупно;RS22;Регион Јужне и Источне Србије;563.4;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;2;Запослена лица;00;2016;1;Мушко;RS22;Регион Јужне и Источне Србије;329.1;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;2;Запослена лица;00;2016;2;Женско;RS22;Регион Јужне и Источне Србије;234.3;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;2;Запослена лица;00;2016;0;Укупно;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;O;Не располаже се податком
240002090102IND01;2;Запослена лица;00;2016;1;Мушко;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;O;Не располаже се податком
240002090102IND01;2;Запослена лица;00;2016;2;Женско;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;O;Не располаже се податком
240002090102IND01;3;Незапослена лица;00;2016;0;Укупно;RS;РЕПУБЛИКА СРБИЈА;489.4;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2016;1;Мушко;RS;РЕПУБЛИКА СРБИЈА;261.6;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2016;2;Женско;RS;РЕПУБЛИКА СРБИЈА;227.8;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2016;0;Укупно;RS1;СРБИЈА – СЕВЕР;248.4;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2016;1;Мушко;RS1;СРБИЈА – СЕВЕР;134.1;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2016;2;Женско;RS1;СРБИЈА – СЕВЕР;114.3;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2016;0;Укупно;RS11;Београдски регион;121.9;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2016;1;Мушко;RS11;Београдски регион;64.3;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2016;2;Женско;RS11;Београдски регион;57.6;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2016;0;Укупно;RS12;Регион Војводине;126.5;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2016;1;Мушко;RS12;Регион Војводине;69.7;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2016;2;Женско;RS12;Регион Војводине;56.7;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2016;0;Укупно;RS2;СРБИЈА – ЈУГ;241;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2016;1;Мушко;RS2;СРБИЈА – ЈУГ;127.5;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2016;2;Женско;RS2;СРБИЈА – ЈУГ;113.5;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2016;0;Укупно;RS21;Регион Шумадије и Западне Србије;135.6;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2016;1;Мушко;RS21;Регион Шумадије и Западне Србије;71.3;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2016;2;Женско;RS21;Регион Шумадије и Западне Србије;64.3;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2016;0;Укупно;RS22;Регион Јужне и Источне Србије;105.5;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2016;1;Мушко;RS22;Регион Јужне и Источне Србије;56.2;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2016;2;Женско;RS22;Регион Јужне и Источне Србије;49.2;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;3;Незапослена лица;00;2016;0;Укупно;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;O;Не располаже се податком
240002090102IND01;3;Незапослена лица;00;2016;1;Мушко;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;O;Не располаже се податком
240002090102IND01;3;Незапослена лица;00;2016;2;Женско;RS23;Регион Косовo и Метохијa;;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;O;Не располаже се податком
240002090102IND01;4;Неактивно становништво;00;2016;0;Укупно;RS;РЕПУБЛИКА СРБИЈА;2808.8;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;4;Неактивно становништво;00;2016;1;Мушко;RS;РЕПУБЛИКА СРБИЈА;1109.1;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;4;Неактивно становништво;00;2016;2;Женско;RS;РЕПУБЛИКА СРБИЈА;1699.8;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;4;Неактивно становништво;00;2016;0;Укупно;RS1;СРБИЈА – СЕВЕР;1431.5;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
240002090102IND01;4;Неактивно становништво;00;2016;1;Мушко;RS1;СРБИЈА – СЕВЕР;562.4;THS;хиљада;РЗС;Укупно становништво према радној активности, полу и региону;A;Коначан податак
